Country,Month,Temperature,Humidity
Botswana,June,44.58,54.62
Egypt,August,46.0,87.9
Burkina Faso,June,42.45,52.11
Eswatini,July,28.07,46.42
Mali,July,37.57,45.48
Ivory Coast,May,26.9,51.07
Egypt,June,39.38,15.32
Mauritius,June,24.35,17.27
Central African Republic,July,46.59,88.93
Sudan,July,43.48,54.56
Tunisia,June,38.03,67.04
Sao Tome and Principe,July,41.22,75.92
Equatorial Guinea,July,21.45,58.96
Central African Republic,May,46.01,14.61
Guinea,July,42.23,51.14
Nigeria,June,37.42,27.98
Mauritius,May,42.75,76.23
Ethiopia,July,38.04,80.13
Ghana,July,24.52,34.52
Seychelles,July,48.94,43.19
Gabon,June,40.72,54.54
Comoros,June,22.0,55.99
Somalia,May,37.51,70.62
Madagascar,August,22.67,22.09
Democratic Republic of the Congo,May,43.72,66.26
Burkina Faso,May,20.87,88.11
Mozambique,August,49.61,64.29
Angola,May,29.53,75.57
Congo,July,24.19,54.18
Equatorial Guinea,May,29.64,25.7
Gabon,June,32.15,75.8
Burkina Faso,May,31.47,78.64
Botswana,July,29.91,70.56
Ghana,August,28.49,30.04
Egypt,August,32.4,36.54
Cabo Verde,May,21.08,84.1
Eritrea,July,41.01,67.32
Somalia,June,42.72,87.46
Nigeria,May,20.21,82.85
Benin,August,35.45,49.81
Botswana,June,30.77,81.7
Democratic Republic of the Congo,May,39.83,75.21
Seychelles,August,49.05,41.81
Liberia,May,31.31,75.14
Somalia,August,23.93,56.54
Egypt,August,38.03,17.01
Seychelles,May,22.07,70.63
Togo,June,35.1,34.81
Central African Republic,August,45.78,84.05
Cameroon,August,20.29,71.51
Mauritius,July,21.45,64.73
Liberia,July,47.89,33.88
Seychelles,July,37.96,58.05
Eritrea,July,38.96,47.09
Madagascar,August,26.48,16.13
Equatorial Guinea,May,40.17,48.43
Rwanda,July,23.22,21.58
South Sudan,July,34.46,40.84
Democratic Republic of the Congo,June,39.76,83.67
Mozambique,June,45.1,59.43
South Africa,May,42.48,29.13
Democratic Republic of the Congo,August,44.83,73.73
Sao Tome and Principe,July,25.08,49.83
Cameroon,May,33.18,41.82
Sao Tome and Principe,August,22.92,33.56
Zimbabwe,June,46.71,12.58
Niger,June,47.97,20.26
Benin,June,36.96,13.07
Togo,August,29.79,62.39
Ghana,August,21.35,76.05
Botswana,July,29.5,84.33
Gabon,July,27.28,75.24
Burundi,May,46.83,70.04
Ivory Coast,June,43.34,78.72
Ivory Coast,August,49.8,15.28
Zimbabwe,August,40.67,58.1
Cabo Verde,May,27.07,50.26
Zambia,July,28.45,83.12
Cabo Verde,June,35.6,52.18
Egypt,May,48.44,42.21
Gambia,May,22.02,34.07
Angola,July,33.96,84.37
Tanzania,July,23.75,78.7
Egypt,July,22.8,73.08
Somalia,July,42.09,40.26
Malawi,July,38.55,62.28
Angola,June,30.73,53.64
Comoros,May,25.58,84.87
Angola,June,25.78,28.98
Zimbabwe,July,39.29,53.73
Cabo Verde,June,44.53,61.98
Mozambique,May,34.95,72.76
Eswatini,May,27.6,15.24
Sao Tome and Principe,May,44.73,38.59
Gabon,July,25.33,69.76
Ethiopia,August,25.87,11.58
Mauritius,August,22.44,21.67
Eswatini,August,48.77,83.14
Uganda,June,24.86,82.81
Guinea-Bissau,June,32.73,34.17
Chad,July,40.33,46.98
South Sudan,August,29.02,45.76
Morocco,August,35.85,68.66
Tunisia,May,26.79,61.26
Congo,July,35.51,35.26
Comoros,May,20.77,42.68
Democratic Republic of the Congo,May,45.12,59.77
Niger,July,34.79,67.99
Benin,July,39.95,24.85
Tunisia,May,27.28,20.47
Cabo Verde,May,36.88,78.03
Sudan,August,32.87,17.65
Cameroon,August,25.59,19.48
Egypt,August,46.77,69.1
Mozambique,June,39.34,88.37
Mali,May,21.96,75.1
Lesotho,July,48.16,81.36
Kenya,August,24.22,82.5
South Sudan,August,38.49,40.51
Seychelles,July,49.05,76.6
Botswana,August,49.58,36.53
Cabo Verde,June,31.55,32.34
Chad,July,43.78,76.28
South Sudan,August,22.97,64.83
Gambia,July,39.13,22.13
Cameroon,August,38.67,24.41
Mozambique,July,41.56,45.12
Namibia,June,40.37,48.99
Angola,June,30.86,82.97
Seychelles,May,44.93,66.76
Botswana,May,48.75,30.9
Nigeria,July,32.96,84.86
Senegal,July,29.17,45.74
Tunisia,June,27.2,25.78
Mali,June,21.76,13.15
Djibouti,June,33.14,72.92
Liberia,May,39.09,14.46
Congo,June,25.05,11.16
Uganda,August,27.65,51.03
South Sudan,August,41.13,14.12
Morocco,August,24.04,22.99
Gabon,July,45.28,11.21
Benin,June,30.54,75.38
Rwanda,June,26.68,66.19
Libya,May,22.89,31.52
Ghana,June,28.43,39.62
Kenya,June,30.34,46.19
Sierra Leone,July,27.29,51.64
Malawi,May,49.21,70.78
Senegal,June,30.58,78.53
Gambia,August,26.93,50.06
Egypt,July,21.08,52.03
Botswana,June,38.65,62.23
South Africa,July,32.86,42.13
Somalia,May,24.71,26.52
Angola,June,39.25,56.44
Burundi,June,48.27,51.91
Ivory Coast,June,33.39,52.52
South Africa,May,21.54,78.84
Sierra Leone,May,36.64,24.42
Central African Republic,May,43.07,21.98
Angola,May,33.28,11.25
South Africa,May,29.0,78.95
Ivory Coast,August,30.78,30.0
Seychelles,August,34.78,27.45
Eswatini,May,48.82,13.25
Mali,June,21.99,14.73
Mali,June,20.79,28.01
Comoros,June,40.46,87.92
Eswatini,May,20.48,57.23
South Africa,May,39.96,38.93
Egypt,August,47.71,19.07
Sierra Leone,July,22.82,35.88
Algeria,July,21.73,13.19
Libya,May,32.75,72.98
Djibouti,July,30.05,47.34
Chad,May,46.52,79.59
Uganda,May,44.39,49.31
Togo,August,33.6,20.93
Sudan,June,36.01,57.63
Mali,August,49.73,39.67
Zambia,June,20.23,35.38
Gabon,May,44.12,89.7
Cabo Verde,May,22.99,49.48
Chad,May,20.07,62.79
Sierra Leone,June,22.69,64.58
Morocco,May,42.48,36.42
Senegal,August,32.56,71.14
South Sudan,August,27.17,86.02
Mauritius,May,48.69,39.39
Kenya,July,48.61,29.76
Seychelles,July,34.53,70.77
Benin,August,42.2,69.67
Tunisia,May,33.67,15.47
Eswatini,May,47.41,13.31
Niger,June,27.29,72.66
Nigeria,August,48.39,44.98
Rwanda,August,21.0,55.65
Rwanda,July,29.05,50.96
Gabon,July,26.24,31.25
Eritrea,June,46.54,54.45
Mauritania,July,34.22,33.62
Morocco,June,29.39,74.83
Burkina Faso,May,40.11,49.28
Egypt,July,33.81,12.34
Mali,August,22.0,37.68
South Africa,August,22.08,28.74
Guinea-Bissau,May,45.11,63.87
Comoros,June,43.2,46.29
Rwanda,May,26.0,30.62
Democratic Republic of the Congo,May,34.44,69.64
Morocco,June,22.88,85.82
Zambia,July,42.66,13.52
Mauritania,June,33.76,61.37
Mauritania,August,49.05,58.34
Uganda,June,49.57,15.67
Sierra Leone,June,21.93,36.09
Guinea-Bissau,August,44.71,58.8
Comoros,May,39.99,78.07
Seychelles,August,49.86,27.39
Madagascar,June,42.21,72.1
Mauritius,May,28.81,46.96
Senegal,June,49.4,84.57
Namibia,July,30.09,74.59
Ivory Coast,August,20.65,31.65
Lesotho,May,40.8,67.64
Namibia,August,22.03,54.71
Congo,May,36.29,80.98
Botswana,May,22.57,52.18
Gambia,August,37.29,66.35
Niger,July,27.3,68.81
Lesotho,May,25.92,28.75
Zimbabwe,June,33.24,80.22
Liberia,August,20.69,87.05
Ivory Coast,August,26.31,85.32
Guinea-Bissau,May,38.95,80.65
Botswana,August,27.65,20.69
Ivory Coast,August,49.77,71.66
Comoros,August,21.82,88.5
Seychelles,August,36.45,57.57
Sao Tome and Principe,August,46.33,35.07
Benin,August,25.99,76.45
Sudan,August,40.7,66.29
Zimbabwe,May,47.85,18.05
Djibouti,June,31.13,64.11
Uganda,July,41.44,61.29
Mozambique,August,39.15,81.73
Zimbabwe,August,39.48,50.57
Central African Republic,July,29.36,77.41
Guinea,June,27.54,61.46
Congo,May,41.45,65.26
Libya,May,30.16,25.95
Benin,May,31.05,18.0
Guinea,May,43.39,85.69
Cabo Verde,June,40.93,39.19
Zambia,May,49.23,50.11
Congo,August,39.38,45.02
Zambia,June,46.01,85.16
Rwanda,July,33.4,74.47
Sierra Leone,August,38.64,39.38
Congo,June,26.56,36.46
Djibouti,June,35.66,28.82
Eritrea,July,46.57,36.24
Mozambique,July,48.27,77.07
Equatorial Guinea,May,35.81,25.05
Tanzania,June,44.1,85.09
Mauritius,May,48.84,19.24
Cabo Verde,June,23.05,74.35
Ethiopia,May,28.64,14.63
Kenya,July,26.77,50.59
Madagascar,June,37.0,38.44
Malawi,May,27.78,11.98
Guinea,June,35.54,63.03
Gabon,August,49.48,69.45
South Sudan,July,42.57,52.55
Somalia,July,48.26,11.88
Gabon,June,32.17,30.77
Ethiopia,July,49.6,15.83
South Africa,July,41.72,88.07
Sierra Leone,May,30.85,80.03
Eritrea,August,35.35,13.22
Djibouti,July,34.46,13.45
Gabon,August,45.73,60.28
Algeria,July,28.08,33.71
Botswana,August,42.7,30.55
Nigeria,May,43.65,59.57
Tunisia,June,28.04,63.06
Congo,August,40.22,75.47
Botswana,July,23.49,27.13
Zimbabwe,July,38.31,10.55
Chad,August,21.53,79.56
Malawi,July,49.87,72.01
Guinea-Bissau,August,34.96,27.16
Egypt,June,40.58,40.25
Somalia,August,27.2,10.29
Kenya,July,32.62,79.68
Cameroon,August,28.45,47.5
Algeria,July,27.65,78.13
South Africa,May,39.97,64.69
Sudan,June,27.85,50.48
Mozambique,June,36.57,57.47
Central African Republic,August,47.42,20.58
Senegal,July,44.71,56.0
Mauritius,July,31.06,48.2
Niger,August,33.13,77.21
Eritrea,June,24.65,12.05
Eritrea,May,29.4,52.96
Algeria,June,43.71,39.58
Gambia,August,21.88,32.72
South Sudan,May,43.03,84.87
Uganda,July,49.43,49.56
Lesotho,July,22.04,71.53
Tunisia,August,27.13,45.75
Lesotho,June,35.01,23.53
Ethiopia,July,46.07,30.48
Gabon,August,39.33,52.23
Equatorial Guinea,July,23.85,81.7
Ghana,May,43.17,26.1
Malawi,June,41.15,24.11
Togo,May,23.57,24.9
Mauritius,August,44.92,78.63
Libya,May,26.15,13.86
Mali,August,46.58,50.82
Morocco,July,26.35,45.58
Burundi,May,34.67,64.01
Niger,August,47.93,62.42
Mauritania,July,33.37,44.29
Namibia,May,20.7,50.94
Zambia,July,26.28,53.61
Kenya,June,21.8,44.21
Benin,August,26.01,28.85
Liberia,June,39.84,80.89
Congo,August,24.02,89.07
Liberia,June,29.1,74.2
Tanzania,August,43.83,59.96
Kenya,July,24.39,35.93
Mauritania,June,41.23,62.92
Mozambique,May,39.34,84.48
Angola,May,47.34,42.49
Togo,August,27.92,32.53
Burkina Faso,July,21.0,62.67
Kenya,August,45.65,73.9
Lesotho,July,25.09,30.41
Zimbabwe,May,43.95,72.56
Botswana,August,37.3,35.12
Equatorial Guinea,June,28.06,83.65
Equatorial Guinea,July,48.52,24.06
South Sudan,July,34.21,38.24
Seychelles,July,42.55,74.75
Sao Tome and Principe,August,31.67,56.71
Tanzania,July,40.64,11.41
Guinea,July,40.18,62.94
South Africa,July,21.92,50.0
Uganda,May,21.27,78.17
Niger,August,28.15,14.15
Guinea-Bissau,July,30.54,28.33
Angola,August,35.86,59.84
Morocco,July,21.97,54.98
Zambia,August,20.29,72.1
Ethiopia,June,47.79,72.88
Comoros,June,23.42,54.25
Morocco,August,41.83,25.86
Ivory Coast,May,35.9,57.98
Mauritius,May,45.76,26.82
Zimbabwe,June,39.75,14.53
Burkina Faso,July,44.68,67.45
Burundi,June,23.14,66.86
Gambia,May,23.8,40.37
Zimbabwe,May,21.58,48.57
Kenya,May,20.58,10.17
Ghana,July,38.1,12.68
Rwanda,May,34.4,55.01
Cameroon,July,27.26,34.12
Algeria,July,45.86,81.32
Gambia,May,22.62,89.84
Cabo Verde,July,46.6,32.65
Cameroon,May,34.76,13.41
Gabon,May,25.11,20.44
Burkina Faso,May,27.31,52.05
Egypt,June,39.77,55.08
Ghana,July,28.68,19.22
Eritrea,May,43.44,52.41
Liberia,August,39.49,57.51
Tunisia,May,46.8,40.52
Seychelles,June,46.49,53.37
Uganda,July,22.26,18.73
Niger,June,44.22,55.19
Togo,June,23.19,36.01
Ivory Coast,May,24.58,73.11
Rwanda,July,38.54,22.57
Burkina Faso,August,23.64,67.3
Kenya,August,37.4,68.33
Tunisia,August,36.71,75.33
Equatorial Guinea,May,32.02,12.27
Mali,June,37.29,29.7
Sudan,June,20.26,72.41
Chad,June,32.64,46.23
Ghana,July,31.59,46.58
Kenya,June,37.04,62.17
Mauritania,May,43.71,36.25
Botswana,June,42.83,67.39
Nigeria,June,37.35,46.59
Cameroon,August,43.69,81.05
Guinea,July,27.84,11.1
Burkina Faso,June,42.48,86.71
Gabon,May,22.89,21.93
Ivory Coast,June,26.56,80.66
Zimbabwe,June,49.06,47.88
Equatorial Guinea,August,20.99,58.7
Chad,June,41.23,62.71
Libya,July,36.07,53.27
Ethiopia,August,20.34,35.82
Tanzania,May,35.26,58.14
Senegal,May,26.77,48.17
Guinea,August,30.39,51.95
South Africa,June,24.32,25.4
Lesotho,August,44.37,62.2
Somalia,May,38.25,16.76
Cabo Verde,August,32.96,32.69
Eswatini,June,45.99,39.17
Zambia,July,24.85,70.73
Uganda,August,44.69,63.36
Angola,June,43.18,25.68
Djibouti,August,37.59,30.23
Botswana,June,36.12,44.33
Guinea,May,29.79,21.15
Egypt,May,49.86,49.32
Sudan,June,37.13,37.1
Burundi,May,26.75,16.05
Mali,May,44.76,32.44
Rwanda,August,31.07,58.28
Libya,July,49.68,15.9
South Africa,August,25.17,30.86
Mauritius,June,28.85,33.8
Lesotho,June,39.99,14.65
Egypt,June,30.44,59.41
Malawi,July,34.34,87.43
Niger,August,40.24,32.05
Liberia,August,27.34,21.49
Niger,June,39.31,38.06
Sudan,July,26.49,81.01
Guinea-Bissau,May,24.21,67.49
Libya,May,37.83,25.64
Ethiopia,May,38.86,55.58
Angola,May,24.35,26.18
Cameroon,May,33.89,21.0
Zimbabwe,May,31.42,34.48
Zimbabwe,July,24.96,82.95
Senegal,July,33.51,27.45
Cameroon,July,36.38,22.89
Central African Republic,August,20.14,83.73
Lesotho,June,20.32,39.2
Burundi,June,20.39,59.32
Gambia,May,44.51,32.08
Malawi,June,40.8,58.39
Djibouti,June,32.18,82.23
Eswatini,June,27.52,17.11
Central African Republic,June,24.17,41.21
Morocco,May,47.27,55.36
Sierra Leone,May,35.36,38.84
Sudan,May,30.27,34.9
Seychelles,June,34.76,83.11
Seychelles,May,40.53,15.17
Cameroon,July,29.75,27.25
Somalia,May,26.05,74.4
Chad,May,33.22,30.51
Liberia,August,41.15,39.81
Benin,May,33.58,51.89
Libya,July,46.12,59.62
Lesotho,May,41.48,44.34
Lesotho,June,38.72,52.2
Algeria,July,27.93,89.6
Kenya,June,29.74,86.55
Comoros,May,23.74,70.97
Senegal,June,44.78,60.22
Madagascar,May,39.64,39.87
Somalia,June,46.85,85.85
Gabon,July,22.02,81.68
Nigeria,August,47.83,26.29
Ethiopia,July,35.98,33.25
Botswana,August,37.73,38.86
Madagascar,May,28.0,25.76
Sao Tome and Principe,July,33.51,20.3
Congo,June,33.25,48.95
Burkina Faso,August,34.62,65.77
Chad,June,26.56,62.29
South Sudan,May,28.44,42.91
Guinea-Bissau,July,41.4,76.84
Egypt,May,44.4,23.53
Guinea-Bissau,June,25.07,19.79
Ivory Coast,July,41.38,52.57
Gabon,June,49.62,47.4
Democratic Republic of the Congo,July,47.08,20.29
Congo,May,44.39,67.53
Burundi,July,26.2,28.03
Guinea-Bissau,August,45.73,64.03
South Sudan,August,36.0,59.21
Somalia,June,32.21,38.67
Egypt,August,35.57,77.93
Sao Tome and Principe,June,35.43,26.12
Mauritius,May,47.84,65.71
Democratic Republic of the Congo,June,26.17,59.74
Gabon,August,34.02,70.63
Ethiopia,August,39.78,76.1
Madagascar,August,20.89,58.62
Lesotho,July,46.38,31.79
Algeria,August,46.47,85.98
Guinea,August,45.52,58.89
Zambia,May,42.68,58.97
Burkina Faso,July,48.83,70.12
Chad,August,24.16,26.15
Nigeria,June,42.44,76.57
Burundi,May,20.13,32.61
South Africa,August,26.75,55.46
Niger,May,38.42,56.3
Morocco,June,47.79,86.89
Malawi,August,27.23,63.95
Guinea,June,38.53,47.69
Guinea,August,27.9,19.35
Comoros,July,28.09,84.01
Mauritania,May,29.19,13.31
Gabon,July,47.71,26.15
Democratic Republic of the Congo,May,20.45,59.0
Namibia,June,34.91,79.14
Cameroon,July,49.66,60.24
Eritrea,July,34.43,49.94
Niger,June,49.65,61.61
Djibouti,August,31.58,19.01
Uganda,May,44.73,43.79
Niger,August,36.47,68.76
Burkina Faso,August,35.12,31.41
Chad,June,31.31,88.18
Liberia,June,26.96,17.13
Congo,August,41.19,79.1
Libya,June,49.11,25.86
Tunisia,August,42.84,78.62
Sao Tome and Principe,July,25.87,60.37
Tunisia,June,40.22,74.83
Guinea,August,42.07,19.29
Mozambique,June,27.77,85.18
Libya,June,44.66,30.01
Seychelles,June,30.07,60.23
Guinea,July,45.94,86.34
Lesotho,June,30.08,78.92
Uganda,July,25.46,59.94
Morocco,August,47.68,77.43
Tunisia,August,29.04,31.65
Uganda,August,28.32,31.64
Tunisia,June,38.52,29.51
Senegal,May,41.58,26.85
Algeria,May,40.17,70.32
Djibouti,August,39.03,12.85
Nigeria,June,48.53,14.87
Rwanda,June,38.64,51.8
Chad,July,38.15,37.36
Burundi,August,37.96,18.94
Libya,June,22.03,69.79
Seychelles,June,20.29,70.58
Zambia,May,38.61,10.45
Congo,August,44.81,54.2
Cabo Verde,August,34.08,71.34
Nigeria,August,33.23,20.69
Benin,May,45.11,12.31
Djibouti,May,38.51,61.06
Nigeria,May,34.09,52.57
Libya,August,25.01,63.12
Mauritius,May,23.79,48.24
Ghana,August,46.5,44.79
Egypt,July,47.33,60.92
Liberia,June,40.06,31.77
Namibia,May,46.3,20.35
Sudan,May,39.78,86.92
Botswana,June,26.99,87.46
Burundi,July,35.86,30.26
Eritrea,July,33.78,77.27
Zimbabwe,June,38.77,77.28
Djibouti,August,23.21,24.84
South Africa,July,23.02,82.59
Guinea-Bissau,August,32.42,30.87
Sao Tome and Principe,May,41.75,80.98
Zambia,May,47.72,42.76
Morocco,June,30.73,34.8
Ivory Coast,June,38.95,51.65
Mozambique,July,24.09,82.94
Sudan,May,38.31,56.43
Cabo Verde,May,29.54,72.49
Nigeria,May,40.43,33.19
Algeria,July,47.25,50.86
Egypt,July,47.5,14.3
Chad,June,48.66,84.16
Madagascar,August,21.43,33.08
Burkina Faso,July,28.34,41.21
Chad,June,34.58,60.59
Mali,May,41.12,37.34
Central African Republic,June,22.22,81.6
Democratic Republic of the Congo,May,29.64,63.22
Equatorial Guinea,July,34.51,13.83
Benin,July,47.72,12.17
Mozambique,May,37.51,13.42
Kenya,May,49.09,71.15
Congo,August,30.61,47.19
Gabon,May,27.04,81.51
Mozambique,July,39.86,70.49
Sierra Leone,July,22.19,83.62
Sierra Leone,May,46.72,51.41
Zambia,June,49.28,76.98
South Sudan,May,32.02,68.48
Algeria,August,36.8,27.63
Libya,June,33.43,62.81
Rwanda,August,49.85,19.86
Equatorial Guinea,July,26.93,13.43
Libya,June,35.92,58.88
Malawi,June,26.58,23.05
Zambia,July,32.98,89.81
Mauritius,July,42.12,42.19
South Sudan,May,31.79,13.81
Niger,May,40.43,72.44
Uganda,May,23.37,46.38
Democratic Republic of the Congo,June,48.33,27.15
Zimbabwe,May,46.69,72.99
Algeria,June,29.45,55.75
Gabon,July,24.35,86.07
Zambia,August,29.16,26.84
South Africa,May,29.89,41.8
Kenya,July,39.73,53.51
Algeria,July,45.52,71.5
Mauritania,July,31.58,76.65
Eritrea,June,24.67,32.4
Burundi,May,48.52,37.69
Gambia,July,45.01,41.16
Morocco,June,47.65,83.43
Sao Tome and Principe,June,30.69,39.95
Mozambique,August,38.18,53.58
Sudan,May,34.66,74.49
Zimbabwe,June,34.17,48.51
Comoros,June,43.77,34.77
Benin,August,44.29,74.4
Cabo Verde,July,43.12,45.16
Gabon,June,34.36,11.52
South Sudan,June,37.66,51.89
Sudan,June,24.36,68.84
Mauritius,June,34.86,71.59
Angola,August,21.8,79.54
Togo,June,40.24,20.82
Central African Republic,July,28.06,16.08
Liberia,May,29.27,44.91
Djibouti,June,44.34,86.33
Uganda,May,31.22,88.27
Somalia,August,28.59,58.33
Mauritius,June,41.21,28.57
Rwanda,August,21.18,10.41
Nigeria,May,49.09,74.4
Comoros,May,43.61,86.64
Senegal,August,49.89,40.69
Angola,June,33.05,53.91
Libya,June,48.23,87.26
Guinea-Bissau,August,27.67,37.09
Ghana,May,46.21,47.65
Morocco,August,37.99,64.91
Eswatini,July,39.48,20.26
Rwanda,May,30.29,80.42
Comoros,July,33.99,34.15
Ivory Coast,July,21.22,76.14
Uganda,May,23.63,41.26
Guinea-Bissau,June,34.79,44.85
Eswatini,June,37.4,19.75
Mali,July,22.05,48.79
Tunisia,May,31.37,58.53
Togo,June,31.43,19.29
Sudan,June,37.34,11.31
Lesotho,August,41.87,44.29
Malawi,May,32.37,75.96
Somalia,July,46.33,26.6
Zambia,May,43.01,33.11
Sao Tome and Principe,May,42.33,86.42
Gabon,August,34.03,77.18
Seychelles,August,29.38,41.92
Senegal,August,38.04,34.95
Eritrea,August,44.86,65.04
Eritrea,July,49.98,19.38
Burundi,June,43.84,28.08
Mozambique,July,26.42,54.83
Democratic Republic of the Congo,July,32.39,20.92
Egypt,May,35.37,55.91
Senegal,June,29.21,50.88
Madagascar,May,34.84,73.05
Zimbabwe,May,29.25,31.2
Guinea,August,43.42,58.56
Ethiopia,May,30.76,63.33
Kenya,August,40.06,62.55
Kenya,July,33.04,75.39
Cameroon,June,28.12,58.7
Mauritania,August,32.26,56.34
Libya,May,44.59,59.81
South Africa,July,38.17,29.02
Benin,May,25.33,44.77
Burundi,May,31.63,88.61
Mauritius,May,28.31,62.73
Niger,August,47.69,31.84
Mali,July,30.88,57.15
Botswana,June,41.75,21.67
Comoros,June,38.88,84.63
Gambia,July,44.15,21.04
Senegal,June,22.36,63.94
Sao Tome and Principe,July,37.73,86.55
Gambia,June,41.67,45.78
Lesotho,August,41.93,52.85
Madagascar,May,33.39,18.39
Mozambique,June,25.26,75.37
Comoros,May,26.58,23.75
Liberia,July,48.84,28.74
Benin,August,46.2,63.69
Gambia,May,24.53,77.5
Angola,July,48.59,46.66
Cameroon,August,30.93,16.72
Nigeria,August,39.21,75.62
Equatorial Guinea,August,46.39,60.63
Libya,July,26.02,36.75
Kenya,July,23.8,20.14
Tunisia,May,22.78,53.13
Guinea,June,38.93,56.68
Kenya,August,32.35,31.79
Chad,August,45.19,46.61
Egypt,June,46.97,70.99
Ivory Coast,May,38.83,79.14
Malawi,May,36.94,78.32
Gambia,July,49.97,26.4
South Africa,June,23.93,63.15
Uganda,June,28.94,11.36
Malawi,June,20.35,53.95
Equatorial Guinea,July,39.99,29.56
Nigeria,May,39.41,82.49
Somalia,July,20.49,32.93
South Africa,August,42.99,24.08
Gabon,May,20.49,56.76
Tanzania,August,30.65,81.07
Ghana,June,24.13,85.18
Malawi,July,23.52,73.63
Tunisia,May,36.75,44.77
Burkina Faso,May,44.33,77.22
Sudan,May,35.39,82.28
Zimbabwe,July,46.04,33.47
Gambia,August,31.86,79.69
Mauritius,May,45.99,63.36
Nigeria,June,23.85,71.66
Senegal,May,23.29,14.99
Democratic Republic of the Congo,May,22.89,34.19
Libya,July,38.41,18.94
Mali,August,21.18,24.7
Gabon,July,45.2,33.55
Ivory Coast,August,27.46,70.44
Sudan,June,43.47,59.54
Sao Tome and Principe,May,34.28,48.34
Nigeria,August,38.32,40.78
Zambia,June,32.8,42.88
Somalia,July,30.36,64.78
Tanzania,June,34.29,15.54
Gambia,June,39.96,86.82
Niger,August,34.99,17.87
Central African Republic,August,21.93,11.65
Madagascar,July,46.85,86.31
Guinea,May,40.49,70.84
Comoros,June,36.48,19.92
Madagascar,August,45.05,21.71
Lesotho,July,38.12,70.6
Djibouti,July,20.09,61.07
Chad,May,33.51,34.35
Botswana,August,24.42,18.07
South Sudan,June,49.56,49.88
Eritrea,August,29.29,11.43
Mozambique,May,21.87,14.66
Gambia,August,43.37,31.39
Sierra Leone,July,30.07,29.11
Equatorial Guinea,August,21.47,80.79
Sierra Leone,July,48.94,13.83
Liberia,June,38.54,65.54
Gambia,May,24.26,44.22
Seychelles,July,47.59,13.16
Madagascar,July,45.06,21.21
Burkina Faso,June,47.2,70.72
Botswana,May,31.45,22.12
Angola,May,28.83,11.62
Tunisia,June,20.81,73.6
Liberia,May,40.01,85.92
Morocco,July,46.91,75.56
Democratic Republic of the Congo,May,46.67,79.47
Botswana,May,48.7,51.11
Benin,August,44.51,35.32
Ghana,June,48.77,86.38
Sudan,August,39.21,30.01
Lesotho,July,27.19,39.99
Malawi,May,40.9,16.68
Ethiopia,July,47.17,50.43
Malawi,July,26.14,22.55
Togo,June,31.31,49.45
Sudan,May,38.18,24.71
Djibouti,August,48.33,33.15
Eswatini,August,37.09,12.11
South Africa,July,41.99,78.88
Cabo Verde,June,44.0,76.0
Seychelles,August,31.05,82.74
Cabo Verde,August,22.54,57.59
Morocco,July,30.41,81.63
Burundi,June,23.34,41.94
Guinea-Bissau,August,40.46,40.96
Tunisia,June,23.39,58.17
Benin,June,42.34,33.36
Ghana,May,31.95,57.55
Morocco,July,41.56,88.11
Guinea,July,48.71,61.94
Niger,August,24.89,34.58
Democratic Republic of the Congo,May,33.35,56.61
Democratic Republic of the Congo,August,40.75,78.04
Zambia,June,40.34,28.37
Burundi,August,48.89,38.59
Mali,August,46.1,18.75
Zimbabwe,June,33.05,81.17
Mauritania,July,48.2,21.23
Tunisia,May,20.35,19.74
Rwanda,May,28.24,83.95
Mauritania,June,38.66,64.92
Djibouti,May,22.57,50.74
Kenya,May,46.14,58.35
Democratic Republic of the Congo,June,27.25,59.1
Guinea-Bissau,June,48.41,74.36
South Sudan,June,29.7,30.85
Comoros,July,44.84,50.89
Niger,July,33.56,85.81
Guinea,May,25.28,72.13
Uganda,July,35.98,42.31
Uganda,July,36.74,17.13
Sudan,June,25.87,88.97
Gabon,May,24.08,30.94
Uganda,August,47.77,25.97
Cameroon,August,39.8,38.63
Niger,August,22.63,77.18
Sao Tome and Principe,June,34.07,89.32
Liberia,May,23.16,62.7
Rwanda,June,44.72,31.0
Seychelles,June,20.69,74.59
Cabo Verde,August,45.93,65.09
Malawi,July,28.3,83.34
Ethiopia,June,44.09,87.6
Central African Republic,August,21.43,79.41
Madagascar,May,27.82,63.61
Eritrea,August,37.07,84.83
Rwanda,June,23.68,60.67
Gambia,May,37.7,27.79
Libya,May,27.09,12.59
Tanzania,July,22.19,22.5
Cabo Verde,July,46.51,54.75
Mauritius,July,32.4,56.4
Burkina Faso,August,36.13,30.3
Congo,July,46.39,89.71
Sao Tome and Principe,July,47.64,45.19
South Africa,August,24.55,53.43
Uganda,August,48.7,63.27
Eswatini,May,48.84,29.32
Benin,July,28.88,89.26
Rwanda,July,25.48,57.5
Eswatini,June,42.67,21.01
Nigeria,June,36.51,24.11
Tunisia,August,38.3,13.16
Guinea-Bissau,August,26.18,51.67
Togo,June,48.59,46.5
Burkina Faso,July,27.3,15.34
Malawi,August,20.91,44.32
Eritrea,July,45.84,85.28
Cameroon,August,47.66,85.21
Kenya,May,29.59,27.02
Morocco,July,46.66,19.23
Tanzania,August,46.33,51.48
Ghana,July,47.72,60.92
Namibia,June,28.83,49.11
Sierra Leone,July,43.2,39.35
Sudan,June,41.09,54.63
Benin,May,33.03,25.28
Egypt,June,25.09,67.2
Tunisia,June,32.0,21.9
